GO id;GO term
GO:0005829;C:cytosol
GO:0005634;C:nucleus
GO:0034515;C:proteasome storage granule
GO:0070577;F:lysine-acetylated histone binding
GO:0016504;F:peptidase activator activity
GO:0070628;F:proteasome binding
GO:0006974;P:DNA damage response
GO:0006281;P:DNA repair
GO:0010499;P:proteasomal ubiquitin-independent protein catabolic process
GO:0043248;P:proteasome assembly
GO:1990236;P:proteasome core complex import into nucleus
GO:1902906;P:proteasome storage granule assembly
GO:0061136;P:regulation of proteasomal protein catabolic process
