GO id;GO term
GO:0005737;C:cytoplasm
GO:0005829;C:cytosol
GO:0016020;C:membrane
GO:0005874;C:microtubule
GO:0005741;C:mitochondrial outer membrane
GO:0005739;C:mitochondrion
GO:0005777;C:peroxisome
GO:0005525;F:GTP binding
GO:0003924;F:GTPase activity
GO:0042802;F:identical protein binding
GO:0008017;F:microtubule binding
GO:0015886;P:heme transport
GO:0016236;P:macroautophagy
GO:0061024;P:membrane organization
GO:0000266;P:mitochondrial fission
GO:0000001;P:mitochondrion inheritance
GO:0007005;P:mitochondrion organization
GO:0016559;P:peroxisome fission
GO:0007031;P:peroxisome organization
GO:0051260;P:protein homooligomerization
GO:0016050;P:vesicle organization
