GO id;GO term
GO:0005634;C:nucleus
GO:0001228;F:DNA-binding transcription activator activity, RNA polymerase II-specific
GO:0000981;F:DNA-binding transcription factor activity, RNA polymerase II-specific
GO:0000978;F:RNA polymerase II cis-regulatory region sequence-specific DNA binding
GO:0043565;F:sequence-specific DNA binding
GO:0008270;F:zinc ion binding
GO:2000218;P:negative regulation of invasive growth in response to glucose limitation
GO:0045722;P:positive regulation of gluconeogenesis
GO:0045944;P:positive regulation of transcription by RNA polymerase II
GO:0061414;P:positive regulation of transcription from RNA polymerase II promoter by a nonfermentable carbon source
