GO id;GO term
GO:0005829;C:cytosol
GO:0022627;C:cytosolic small ribosomal subunit
GO:0005634;C:nucleus
GO:0003677;F:DNA binding
GO:0051787;F:misfolded protein binding
GO:0051087;F:protein-folding chaperone binding
GO:0051082;F:unfolded protein binding
GO:0007049;P:cell cycle
GO:0051085;P:chaperone cofactor-dependent protein refolding
GO:0070843;P:misfolded protein transport
GO:0072671;P:mitochondria-associated ubiquitin-dependent protein catabolic process
GO:0071630;P:nuclear protein quality control by the ubiquitin-proteasome system
GO:0006457;P:protein folding
GO:0006413;P:translational initiation
GO:0035719;P:tRNA import into nucleus
