GO id;GO term
GO:0000785;C:chromatin
GO:0005737;C:cytoplasm
GO:0005634;C:nucleus
GO:0003700;F:DNA-binding transcription factor activity
GO:0000981;F:DNA-binding transcription factor activity, RNA polymerase II-specific
GO:0000978;F:RNA polymerase II cis-regulatory region sequence-specific DNA binding
GO:0043565;F:sequence-specific DNA binding
GO:0034599;P:cellular response to oxidative stress
GO:0007005;P:mitochondrion organization
GO:0045944;P:positive regulation of transcription by RNA polymerase II
GO:0006357;P:regulation of transcription by RNA polymerase II
GO:0051300;P:spindle pole body organization
