GO id;GO term
GO:0005829;C:cytosol
GO:0005635;C:nuclear envelope
GO:0031965;C:nuclear membrane
GO:0005643;C:nuclear pore
GO:0044614;C:nuclear pore cytoplasmic filaments
GO:0044612;C:nuclear pore linkers
GO:0005634;C:nucleus
GO:0017056;F:structural constituent of nuclear pore
GO:0006406;P:mRNA export from nucleus
GO:0006913;P:nucleocytoplasmic transport
GO:0006611;P:protein export from nucleus
GO:0006606;P:protein import into nucleus
GO:0000055;P:ribosomal large subunit export from nucleus
GO:0000056;P:ribosomal small subunit export from nucleus
