GO id;GO term
GO:0000142;C:cellular bud neck contractile ring
GO:0005737;C:cytoplasm
GO:0016020;C:membrane
GO:0005634;C:nucleus
GO:0019005;C:SCF ubiquitin ligase complex
GO:0030674;F:protein-macromolecule adaptor activity
GO:0071406;P:cellular response to methylmercury
GO:0000082;P:G1/S transition of mitotic cell cycle
GO:0006006;P:glucose metabolic process
GO:0000751;P:mitotic cell cycle G1 arrest in response to pheromone
GO:0010828;P:positive regulation of glucose transmembrane transport
GO:0000209;P:protein polyubiquitination
GO:0019222;P:regulation of metabolic process
GO:0031146;P:SCF-dependent proteasomal ubiquitin-dependent protein catabolic process
GO:0006511;P:ubiquitin-dependent protein catabolic process
