GO id;GO term
GO:0000785;C:chromatin
GO:0000793;C:condensed chromosome
GO:0000796;C:condensin complex
GO:0005739;C:mitochondrion
GO:0005634;C:nucleus
GO:0005524;F:ATP binding
GO:0016887;F:ATP hydrolysis activity
GO:0003682;F:chromatin binding
GO:0000217;F:DNA secondary structure binding
GO:0003690;F:double-stranded DNA binding
GO:0003680;F:minor groove of adenine-thymine-rich DNA binding
GO:0051301;P:cell division
GO:0030261;P:chromosome condensation
GO:0007076;P:mitotic chromosome condensation
GO:0000070;P:mitotic sister chromatid segregation
GO:1903342;P:negative regulation of meiotic DNA double-strand break formation
GO:0070550;P:rDNA chromatin condensation
GO:0070058;P:tRNA gene clustering
