GO id;GO term
GO:0005737;C:cytoplasm
GO:0005829;C:cytosol
GO:0000139;C:Golgi membrane
GO:0043231;C:intracellular membrane-bounded organelle
GO:0016020;C:membrane
GO:0008289;F:lipid binding
GO:0008142;F:oxysterol binding
GO:0070300;F:phosphatidic acid binding
GO:0005546;F:phosphatidylinositol-4,5-bisphosphate binding
GO:0070273;F:phosphatidylinositol-4-phosphate binding
GO:0120015;F:sterol transfer activity
GO:0015248;F:sterol transporter activity
GO:0006897;P:endocytosis
GO:0035621;P:ER to Golgi ceramide transport
GO:0006887;P:exocytosis
GO:0030011;P:maintenance of cell polarity
GO:0034727;P:piecemeal microautophagy of the nucleus
GO:0006892;P:post-Golgi vesicle-mediated transport
GO:0006665;P:sphingolipid metabolic process
GO:0015918;P:sterol transport
