GO id;GO term
GO:0005634;C:nucleus
GO:0090571;C:RNA polymerase II transcription repressor complex
GO:0008301;F:DNA binding, bending
GO:0000981;F:DNA-binding transcription factor activity, RNA polymerase II-specific
GO:0001227;F:DNA-binding transcription repressor activity, RNA polymerase II-specific
GO:0000978;F:RNA polymerase II cis-regulatory region sequence-specific DNA binding
GO:0043565;F:sequence-specific DNA binding
GO:0000122;P:negative regulation of transcription by RNA polymerase II
GO:0007532;P:regulation of mating-type specific transcription, DNA-templated
GO:0006357;P:regulation of transcription by RNA polymerase II
