GO id;GO term
GO:0005680;C:anaphase-promoting complex
GO:0005737;C:cytoplasm
GO:0033597;C:mitotic checkpoint complex
GO:1990333;C:mitotic checkpoint complex, CDC20-MAD2 subcomplex
GO:0034399;C:nuclear periphery
GO:0005634;C:nucleus
GO:0010997;F:anaphase-promoting complex binding
GO:1990757;F:ubiquitin ligase activator activity
GO:0031145;P:anaphase-promoting complex-dependent catabolic process
GO:0051301;P:cell division
GO:0007094;P:mitotic spindle assembly checkpoint signaling
GO:1905786;P:positive regulation of anaphase-promoting complex-dependent catabolic process
GO:0045842;P:positive regulation of mitotic metaphase/anaphase transition
GO:0031398;P:positive regulation of protein ubiquitination
GO:0016567;P:protein ubiquitination
GO:0040020;P:regulation of meiotic nuclear division
GO:0007346;P:regulation of mitotic cell cycle
