GO id;GO term
GO:0005737;C:cytoplasm
GO:0005634;C:nucleus
GO:0000932;C:P-body
GO:0048471;C:perinuclear region of cytoplasm
GO:0004857;F:enzyme inhibitor activity
GO:0016787;F:hydrolase activity
GO:0046982;F:protein heterodimerization activity
GO:0042803;F:protein homodimerization activity
GO:0000340;F:RNA 7-methylguanosine cap binding
GO:0031670;P:cellular response to nutrient
GO:0009267;P:cellular response to starvation
GO:0000290;P:deadenylation-dependent decapping of nuclear-transcribed mRNA
GO:0000956;P:nuclear-transcribed mRNA catabolic process
GO:0000184;P:nuclear-transcribed mRNA catabolic process, nonsense-mediated decay
GO:0009408;P:response to heat
GO:0007584;P:response to nutrient
GO:0006970;P:response to osmotic stress
GO:0006979;P:response to oxidative stress
