GO id;GO term
GO:0000781;C:chromosome, telomeric region
GO:0005635;C:nuclear envelope
GO:0031965;C:nuclear membrane
GO:0005643;C:nuclear pore
GO:0031080;C:nuclear pore outer ring
GO:0042802;F:identical protein binding
GO:0017056;F:structural constituent of nuclear pore
GO:0006302;P:double-strand break repair
GO:0006406;P:mRNA export from nucleus
GO:0031990;P:mRNA export from nucleus in response to heat stress
GO:0000122;P:negative regulation of transcription by RNA polymerase II
GO:0051664;P:nuclear pore localization
GO:0006913;P:nucleocytoplasmic transport
GO:0045893;P:positive regulation of DNA-templated transcription
GO:0045944;P:positive regulation of transcription by RNA polymerase II
GO:0000973;P:post-transcriptional tethering of RNA polymerase II gene DNA at nuclear periphery
GO:0006611;P:protein export from nucleus
GO:0006606;P:protein import into nucleus
GO:0000055;P:ribosomal large subunit export from nucleus
GO:0031509;P:subtelomeric heterochromatin formation
GO:0034398;P:telomere tethering at nuclear periphery
