GO id;GO term
GO:0000781;C:chromosome, telomeric region
GO:0005737;C:cytoplasm
GO:0005634;C:nucleus
GO:0019005;C:SCF ubiquitin ligase complex
GO:0005524;F:ATP binding
GO:0061631;F:ubiquitin conjugating enzyme activity
GO:0004842;F:ubiquitin-protein transferase activity
GO:0051301;P:cell division
GO:0071406;P:cellular response to methylmercury
GO:0006260;P:DNA replication
GO:0000082;P:G1/S transition of mitotic cell cycle
GO:0000086;P:G2/M transition of mitotic cell cycle
GO:0008053;P:mitochondrial fusion
GO:0031573;P:mitotic intra-S DNA damage checkpoint signaling
GO:0010828;P:positive regulation of glucose transmembrane transport
GO:0043161;P:proteasome-mediated ubiquitin-dependent protein catabolic process
GO:0051865;P:protein autoubiquitination
GO:0000209;P:protein polyubiquitination
GO:0019222;P:regulation of metabolic process
GO:0007346;P:regulation of mitotic cell cycle
GO:0031335;P:regulation of sulfur amino acid metabolic process
GO:0000409;P:regulation of transcription by galactose
GO:0031146;P:SCF-dependent proteasomal ubiquitin-dependent protein catabolic process
GO:0030466;P:silent mating-type cassette heterochromatin formation
GO:0031509;P:subtelomeric heterochromatin formation
GO:0006511;P:ubiquitin-dependent protein catabolic process
