GO id;GO term
GO:0036266;C:Cdc48p-Npl4p-Vms1p AAA ATPase complex
GO:0005737;C:cytoplasm
GO:0000837;C:Doa10p ubiquitin ligase complex
GO:0000839;C:Hrd1p ubiquitin ligase ERAD-L complex
GO:0031965;C:nuclear membrane
GO:0042175;C:nuclear outer membrane-endoplasmic reticulum membrane network
GO:0005634;C:nucleus
GO:0048471;C:perinuclear region of cytoplasm
GO:0030894;C:replisome
GO:1990112;C:RQC complex
GO:0034098;C:VCP-NPL4-UFD1 AAA ATPase complex
GO:0043130;F:ubiquitin binding
GO:0031625;F:ubiquitin protein ligase binding
GO:0071629;P:cytoplasm protein quality control by the ubiquitin-proteasome system
GO:0006274;P:DNA replication termination
GO:0071712;P:ER-associated misfolded protein catabolic process
GO:0072671;P:mitochondria-associated ubiquitin-dependent protein catabolic process
GO:0051228;P:mitotic spindle disassembly
GO:0051028;P:mRNA transport
GO:0070651;P:nonfunctional rRNA decay
GO:1900182;P:positive regulation of protein localization to nucleus
GO:0043161;P:proteasome-mediated ubiquitin-dependent protein catabolic process
GO:0072665;P:protein localization to vacuole
GO:0006515;P:protein quality control for misfolded or incompletely synthesized proteins
GO:0072344;P:rescue of stalled ribosome
GO:0030970;P:retrograde protein transport, ER to cytosol
GO:1990116;P:ribosome-associated ubiquitin-dependent protein catabolic process
GO:0030433;P:ubiquitin-dependent ERAD pathway
GO:0006511;P:ubiquitin-dependent protein catabolic process
