GO id;GO term
GO:0000785;C:chromatin
GO:0005634;C:nucleus
GO:0016586;C:RSC-type complex
GO:0016514;C:SWI/SNF complex
GO:0003677;F:DNA binding
GO:0042393;F:histone binding
GO:0008270;F:zinc ion binding
GO:0006338;P:chromatin remodeling
GO:0006303;P:double-strand break repair via nonhomologous end joining
GO:0006337;P:nucleosome disassembly
GO:0045893;P:positive regulation of DNA-templated transcription
GO:0006355;P:regulation of DNA-templated transcription
GO:0006368;P:transcription elongation by RNA polymerase II
