GO id;GO term
GO:0005935;C:cellular bud neck
GO:0005934;C:cellular bud tip
GO:0000781;C:chromosome, telomeric region
GO:0005783;C:endoplasmic reticulum
GO:0005789;C:endoplasmic reticulum membrane
GO:0005635;C:nuclear envelope
GO:0031965;C:nuclear membrane
GO:0071561;C:nucleus-vacuole junction
GO:0005886;C:plasma membrane
GO:0033149;F:FFAT motif binding
GO:0035091;F:phosphatidylinositol binding
GO:0048309;P:endoplasmic reticulum inheritance
GO:0090158;P:endoplasmic reticulum membrane organization
GO:0061163;P:endoplasmic reticulum polarization
GO:0061817;P:endoplasmic reticulum-plasma membrane tethering
GO:0042308;P:negative regulation of protein import into nucleus
GO:0008654;P:phospholipid biosynthetic process
GO:0032377;P:regulation of intracellular lipid transport
GO:0060304;P:regulation of phosphatidylinositol dephosphorylation
GO:0031509;P:subtelomeric heterochromatin formation
