GO id;GO term
GO:0005829;C:cytosol
GO:0005634;C:nucleus
GO:0003700;F:DNA-binding transcription factor activity
GO:0000981;F:DNA-binding transcription factor activity, RNA polymerase II-specific
GO:0000978;F:RNA polymerase II cis-regulatory region sequence-specific DNA binding
GO:0043565;F:sequence-specific DNA binding
GO:0008270;F:zinc ion binding
GO:0000122;P:negative regulation of transcription by RNA polymerase II
GO:0042128;P:nitrate assimilation
GO:0001080;P:nitrogen catabolite activation of transcription from RNA polymerase II promoter
GO:0045944;P:positive regulation of transcription by RNA polymerase II
