GO id;GO term
GO:0005829;C:cytosol
GO:0005634;C:nucleus
GO:0001228;F:DNA-binding transcription activator activity, RNA polymerase II-specific
GO:0000981;F:DNA-binding transcription factor activity, RNA polymerase II-specific
GO:0001227;F:DNA-binding transcription repressor activity, RNA polymerase II-specific
GO:0051019;F:mitogen-activated protein kinase binding
GO:0000978;F:RNA polymerase II cis-regulatory region sequence-specific DNA binding
GO:0061629;F:RNA polymerase II-specific DNA-binding transcription factor binding
GO:0003714;F:transcription corepressor activity
GO:0000122;P:negative regulation of transcription by RNA polymerase II
GO:0045944;P:positive regulation of transcription by RNA polymerase II
GO:0006357;P:regulation of transcription by RNA polymerase II
