GO id;GO term
GO:0030686;C:90S preribosome
GO:0005730;C:nucleolus
GO:0005654;C:nucleoplasm
GO:0032040;C:small-subunit processome
GO:0034512;F:box C/D RNA binding
GO:0034513;F:box H/ACA snoRNA binding
GO:0003729;F:mRNA binding
GO:0008266;F:poly(U) RNA binding
GO:0003723;F:RNA binding
GO:0042134;F:rRNA primary transcript binding
GO:0030515;F:snoRNA binding
GO:0034511;F:U3 snoRNA binding
GO:0034463;P:90S preribosome assembly
GO:0000480;P:endonucleolytic cleavage in 5'-ETS of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)
GO:0000447;P:endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)
GO:0000464;P:endonucleolytic cleavage in ITS1 upstream of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)
GO:0000472;P:endonucleolytic cleavage to generate mature 5'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA)
GO:0030490;P:maturation of SSU-rRNA
GO:0006364;P:rRNA processing
