GO id;GO term
GO:0031261;C:DNA replication preinitiation complex
GO:0005634;C:nucleus
GO:0005657;C:replication fork
GO:0070182;F:DNA polymerase binding
GO:0030295;F:protein kinase activator activity
GO:0000076;P:DNA replication checkpoint signaling
GO:0006270;P:DNA replication initiation
GO:0000727;P:double-strand break repair via break-induced replication
GO:0007533;P:mating type switching
GO:0033314;P:mitotic DNA replication checkpoint signaling
GO:0007095;P:mitotic G2 DNA damage checkpoint signaling
GO:1902597;P:positive regulation of DNA replication origin binding
GO:0001934;P:positive regulation of protein phosphorylation
GO:0000725;P:recombinational repair
GO:1903466;P:regulation of mitotic DNA replication initiation
