GO id;GO term
GO:0000781;C:chromosome, telomeric region
GO:0005829;C:cytosol
GO:0070775;C:H3 histone acetyltransferase complex
GO:0005634;C:nucleus
GO:0010698;F:acetyltransferase activator activity
GO:0042393;F:histone binding
GO:0006325;P:chromatin organization
GO:0006335;P:DNA replication-dependent chromatin assembly
GO:0097043;P:histone H3-K56 acetylation
GO:2000002;P:negative regulation of DNA damage checkpoint
GO:0006334;P:nucleosome assembly
GO:0006337;P:nucleosome disassembly
GO:0035066;P:positive regulation of histone acetylation
GO:0032968;P:positive regulation of transcription elongation by RNA polymerase II
GO:0006282;P:regulation of DNA repair
GO:0010468;P:regulation of gene expression
GO:0001932;P:regulation of protein phosphorylation
GO:0006357;P:regulation of transcription by RNA polymerase II
GO:0030466;P:silent mating-type cassette heterochromatin formation
GO:0031509;P:subtelomeric heterochromatin formation
