GO id;GO term
GO:0005739;C:mitochondrion
GO:0005634;C:nucleus
GO:0005524;F:ATP binding
GO:0008094;F:ATP-dependent activity, acting on DNA
GO:0140658;F:ATP-dependent chromatin remodeler activity
GO:0004386;F:helicase activity
GO:0016787;F:hydrolase activity
GO:0046872;F:metal ion binding
GO:0004842;F:ubiquitin-protein transferase activity
GO:0006281;P:DNA repair
GO:0006303;P:double-strand break repair via nonhomologous end joining
GO:0045003;P:double-strand break repair via synthesis-dependent strand annealing
