GO id;GO term
GO:0005737;C:cytoplasm
GO:0005634;C:nucleus
GO:0005524;F:ATP binding
GO:0004672;F:protein kinase activity
GO:0106310;F:protein serine kinase activity
GO:0004674;F:protein serine/threonine kinase activity
GO:0035556;P:intracellular signal transduction
GO:0051321;P:meiotic cell cycle
GO:0000160;P:phosphorelay signal transduction system
GO:0016310;P:phosphorylation
GO:0010508;P:positive regulation of autophagy
GO:1903452;P:positive regulation of G1 to G0 transition
GO:1901992;P:positive regulation of mitotic cell cycle phase transition
GO:0045944;P:positive regulation of transcription by RNA polymerase II
