GO id;GO term
GO:0000785;C:chromatin
GO:0005737;C:cytoplasm
GO:0043596;C:nuclear replication fork
GO:0005634;C:nucleus
GO:0016407;F:acetyltransferase activity
GO:0003682;F:chromatin binding
GO:0046872;F:metal ion binding
GO:0061733;F:peptide-lysine-N-acetyltransferase activity
GO:0140588;P:chromatin looping
GO:0051276;P:chromosome organization
GO:0006281;P:DNA repair
GO:0006260;P:DNA replication
GO:0006302;P:double-strand break repair
GO:0034087;P:establishment of mitotic sister chromatid cohesion
GO:0018393;P:internal peptidyl-lysine acetylation
GO:0007076;P:mitotic chromosome condensation
GO:0007064;P:mitotic sister chromatid cohesion
GO:0007088;P:regulation of mitotic nuclear division
GO:0032200;P:telomere organization
GO:0070058;P:tRNA gene clustering
