GO id;GO term
GO:0005829;C:cytosol
GO:0005768;C:endosome
GO:0019898;C:extrinsic component of membrane
GO:0000329;C:fungal-type vacuole membrane
GO:0000407;C:phagophore assembly site
GO:0034045;C:phagophore assembly site membrane
GO:0080025;F:phosphatidylinositol-3,5-bisphosphate binding
GO:0032266;F:phosphatidylinositol-3-phosphate binding
GO:0070273;F:phosphatidylinositol-4-phosphate binding
GO:0000422;P:autophagy of mitochondrion
GO:0032258;P:cytoplasm to vacuole transport by the Cvt pathway
GO:0016236;P:macroautophagy
GO:0044804;P:nucleophagy
GO:0034727;P:piecemeal microautophagy of the nucleus
GO:0006497;P:protein lipidation
GO:0034497;P:protein localization to phagophore assembly site
GO:0015031;P:protein transport
GO:0016050;P:vesicle organization
