GO id;GO term
GO:0005829;C:cytosol
GO:0012505;C:endomembrane system
GO:0010008;C:endosome membrane
GO:0000139;C:Golgi membrane
GO:0031201;C:SNARE complex
GO:0005802;C:trans-Golgi network
GO:0005484;F:SNAP receptor activity
GO:0000149;F:SNARE binding
GO:0032258;P:cytoplasm to vacuole transport by the Cvt pathway
GO:0006897;P:endocytosis
GO:0006896;P:Golgi to vacuole transport
GO:0006673;P:inositol phosphoceramide metabolic process
GO:0006886;P:intracellular protein transport
GO:0006675;P:mannosyl-inositol phosphorylceramide metabolic process
GO:0032527;P:protein exit from endoplasmic reticulum
GO:0009306;P:protein secretion
GO:0042147;P:retrograde transport, endosome to Golgi
GO:0048278;P:vesicle docking
GO:0006906;P:vesicle fusion
GO:0048280;P:vesicle fusion with Golgi apparatus
