GO id;GO term
GO:0005737;C:cytoplasm
GO:0005829;C:cytosol
GO:0005739;C:mitochondrion
GO:0005634;C:nucleus
GO:0000974;C:Prp19 complex
GO:0071006;C:U2-type catalytic step 1 spliceosome
GO:0042802;F:identical protein binding
GO:0061630;F:ubiquitin protein ligase activity
GO:0004842;F:ubiquitin-protein transferase activity
GO:0006281;P:DNA repair
GO:0000349;P:generation of catalytic spliceosome for first transesterification step
GO:0000398;P:mRNA splicing, via spliceosome
GO:0070534;P:protein K63-linked ubiquitination
