GO id;GO term
GO:0030014;C:CCR4-NOT complex
GO:0030015;C:CCR4-NOT core complex
GO:0016593;C:Cdc73/Paf1 complex
GO:0005737;C:cytoplasm
GO:0005634;C:nucleus
GO:0000932;C:P-body
GO:0000175;F:3'-5'-RNA exonuclease activity
GO:0046872;F:metal ion binding
GO:0004535;F:poly(A)-specific ribonuclease activity
GO:0003723;F:RNA binding
GO:0006260;P:DNA replication
GO:0000076;P:DNA replication checkpoint signaling
GO:0000288;P:nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay
GO:0000289;P:nuclear-transcribed mRNA poly(A) tail shortening
GO:0032968;P:positive regulation of transcription elongation by RNA polymerase II
GO:0006357;P:regulation of transcription by RNA polymerase II
GO:0006368;P:transcription elongation by RNA polymerase II
GO:0007089;P:traversing start control point of mitotic cell cycle
