GO id;GO term
GO:0030685;C:nucleolar preribosome
GO:0005730;C:nucleolus
GO:0032040;C:small-subunit processome
GO:0003887;F:DNA-directed DNA polymerase activity
GO:0000166;F:nucleotide binding
GO:0000182;F:rDNA binding
GO:0042134;F:rRNA primary transcript binding
GO:0030490;P:maturation of SSU-rRNA
GO:0090070;P:positive regulation of ribosome biogenesis
GO:0006355;P:regulation of DNA-templated transcription
GO:0000027;P:ribosomal large subunit assembly
GO:0006364;P:rRNA processing
GO:0009303;P:rRNA transcription
