GO id;GO term
GO:0030896;C:checkpoint clamp complex
GO:0000781;C:chromosome, telomeric region
GO:0005634;C:nucleus
GO:0035861;C:site of double-strand break
GO:0003677;F:DNA binding
GO:0000077;P:DNA damage checkpoint signaling
GO:0000724;P:double-strand break repair via homologous recombination
GO:0044778;P:meiotic DNA integrity checkpoint signaling
GO:0033314;P:mitotic DNA replication checkpoint signaling
GO:0031573;P:mitotic intra-S DNA damage checkpoint signaling
GO:0006289;P:nucleotide-excision repair
GO:0031509;P:subtelomeric heterochromatin formation
GO:0000723;P:telomere maintenance
GO:0000722;P:telomere maintenance via recombination
