GO id;GO term
GO:0005829;C:cytosol
GO:0022625;C:cytosolic large ribosomal subunit
GO:0005739;C:mitochondrion
GO:0005634;C:nucleus
GO:0031386;F:protein tag activity
GO:0003735;F:structural constituent of ribosome
GO:0031625;F:ubiquitin protein ligase binding
GO:0002181;P:cytoplasmic translation
GO:0019941;P:modification-dependent protein catabolic process
GO:0016567;P:protein ubiquitination
GO:0000027;P:ribosomal large subunit assembly
GO:0000055;P:ribosomal large subunit export from nucleus
GO:0042254;P:ribosome biogenesis
