GO id;GO term
GO:0000307;C:cyclin-dependent protein kinase holoenzyme complex
GO:0005737;C:cytoplasm
GO:0005634;C:nucleus
GO:1990860;C:Pho85-Pho80 CDK-cyclin complex
GO:0016538;F:cyclin-dependent protein serine/threonine kinase regulator activity
GO:0019901;F:protein kinase binding
GO:0030003;P:intracellular monoatomic cation homeostasis
GO:0050849;P:negative regulation of calcium-mediated signaling
GO:0016242;P:negative regulation of macroautophagy
GO:0045936;P:negative regulation of phosphate metabolic process
GO:0000122;P:negative regulation of transcription by RNA polymerase II
GO:0032880;P:regulation of protein localization
GO:0042144;P:vacuole fusion, non-autophagic
