GO id;GO term
GO:0005783;C:endoplasmic reticulum
GO:0000329;C:fungal-type vacuole membrane
GO:0016020;C:membrane
GO:0140359;F:ABC-type transporter activity
GO:0005524;F:ATP binding
GO:0016887;F:ATP hydrolysis activity
GO:0042626;F:ATPase-coupled transmembrane transporter activity
GO:0015127;F:bilirubin transmembrane transporter activity
GO:0015086;F:cadmium ion transmembrane transporter activity
GO:0015723;P:bilirubin transport
GO:0015691;P:cadmium ion transport
GO:0055085;P:transmembrane transport
GO:0042144;P:vacuole fusion, non-autophagic
