GO id;GO term
GO:0005737;C:cytoplasm
GO:0032473;C:cytoplasmic side of mitochondrial outer membrane
GO:0003730;F:mRNA 3'-UTR binding
GO:0003729;F:mRNA binding
GO:0009060;P:aerobic respiration
GO:0008298;P:intracellular mRNA localization
GO:0051646;P:mitochondrion localization
GO:0007005;P:mitochondrion organization
GO:0017148;P:negative regulation of translation
GO:0000956;P:nuclear-transcribed mRNA catabolic process
GO:0000288;P:nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay
GO:0045727;P:positive regulation of translation
GO:0010795;P:regulation of ubiquinone biosynthetic process
